,_timestamp,_step,Test/Acc,_runtime,Test/Loss,Train/Acc,Train/Loss
0,1684254300.9800656,0,0.016129032258064516,8.046515703201294,4.129564184655425,0.027414948205052532,4.110752369712746
1,1684254303.3392787,1,0.016129032258064516,10.405728816986084,4.1350983861953985,0.0625584917874485,4.0632944487906615
2,1684254305.80881,2,0.016129032258064516,12.8752601146698,4.144810325676395,0.04338790785752853,4.033080239960096
3,1684254308.4632735,3,0.016129032258064516,15.529723644256592,4.167467523646611,0.04972251352358226,3.9831325127315993
4,1684254311.0128105,4,0.016129032258064516,18.07926058769226,4.217723243659543,0.0589991967326982,3.904351642281712
5,1684254313.3669271,5,0.016129032258064516,20.433377265930176,4.274494068917408,0.06232148552851134,3.8414031424128674
6,1684254315.7873292,6,0.016129032258064516,22.853779315948486,4.3246350140981775,0.06087712347439365,3.7785115474054516
7,1684254318.1012404,7,0.016129032258064516,25.16769051551819,4.399622232042333,0.07866496813187308,3.6707774790295615
8,1684254320.474816,8,0.016129032258064516,27.541266202926636,4.328088961942221,0.06080451244896955,3.7138852353306158
9,1684254322.8401308,9,0.016129032258064516,29.906580924987793,4.407715640721783,0.0645324356367802,3.656492705134255
10,1684254325.4334211,10,0.016263440860215053,32.499871253967285,4.365112077484849,0.05794945125314608,3.7488196264128404
11,1684254327.9716418,11,0.02486559139784946,35.03809189796448,4.361312904345092,0.04360487158755071,3.7739986757548842
12,1684254330.4483366,12,0.016129032258064516,37.51478672027588,4.376499607678382,0.053723969058395674,3.7608259506375283
13,1684254332.947796,13,0.016129032258064516,40.014246225357056,4.458687250973076,0.04497559601099577,3.743396378377862
14,1684254335.49431,14,0.016129032258064516,42.56076002120972,4.386411185867043,0.06182792646707506,3.7495290702316972
15,1684254338.0978518,15,0.016129032258064516,45.16430187225342,4.354052845508821,0.04723934631098986,3.740020245423156
16,1684254340.4825695,16,0.016129032258064516,47.54901957511902,4.529152231511249,0.05319053892830059,3.66675934097915
17,1684254343.0285537,17,0.016263440860215053,50.095003843307495,4.406360598020656,0.05876579162615274,3.7044634057505887
18,1684254345.6958947,18,0.016129032258064516,52.76234483718872,4.404559749108489,0.05037640919573507,3.7673142362547836
19,1684254348.3019516,19,0.016330645161290323,55.368401765823364,4.463719468283397,0.05174906219408019,3.6964821706950177
20,1684254350.6089077,20,0.017137096774193547,57.675357818603516,4.52022557072742,0.061183491961244695,3.6619581341156056
21,1684254353.1284978,21,0.017271505376344087,60.194947957992554,4.4768531373752065,0.06579530280963998,3.642929886098723
22,1684254355.4411101,22,0.016129032258064516,62.50756025314331,4.447431140048529,0.06780995248422697,3.696174839172761
23,1684254357.969357,23,0.029838709677419355,65.03580713272095,4.4110787344235245,0.06651628747769495,3.69940049517898
24,1684254360.4599254,24,0.018481182795698926,67.52637553215027,4.448816827868902,0.06036046118983257,3.7005388247961966
25,1684254362.9735181,25,0.016196236559139786,70.039968252182,4.443715260554385,0.0557806806789812,3.6748239653012127
26,1684254365.2228093,26,0.016129032258064516,72.28925943374634,4.516018909792746,0.07219442888474378,3.636117090529649
27,1684254367.5826209,27,0.016129032258064516,74.64907097816467,4.524500139938888,0.06505784457332661,3.6198512555772195
28,1684254370.082248,28,0.016129032258064516,77.14869809150696,4.421200194986918,0.0628823192368369,3.7019879257174297
29,1684254372.465308,29,0.029905913978494625,79.53175806999207,4.58661259694766,0.06232697195408053,3.6040296397838483
30,1684254374.7397714,30,0.02728494623655914,81.80622148513794,4.564264263837568,0.08534667009989258,3.5955376107282992
31,1684254377.2062912,31,0.031115591397849463,84.27274131774902,4.513305061927405,0.057889851039729254,3.6314960165191534
32,1684254379.5429862,32,0.030376344086021505,86.60943627357483,4.543905141212607,0.06609995977821423,3.5902517898422324
33,1684254381.903735,33,0.023723118279569893,88.97018504142761,4.6279514364657865,0.06323592125079926,3.520237790709126
34,1684254384.384638,34,0.016129032258064516,91.45108819007874,4.510975281717957,0.0788783144487094,3.6342184034659866
35,1684254386.692029,35,0.016129032258064516,93.75847911834717,4.600186979257932,0.07302480365484018,3.573118512449022
36,1684254389.279162,36,0.03333333333333333,96.34561204910278,4.433249011796008,0.06147686876619699,3.6655794611464514
37,1684254391.7264633,37,0.016397849462365593,98.79291343688965,4.474967065357393,0.061259585342623754,3.6792198716638693
38,1684254394.1581242,38,0.016397849462365593,101.22457432746887,4.526165069431387,0.07149480992820396,3.592223668449333
39,1684254396.4514668,39,0.04670698924731183,103.5179169178009,4.582678118059712,0.07028172292930958,3.6150855506564072
40,1684254399.021263,40,0.019489247311827957,106.08771300315857,4.499890728663373,0.05304207761616638,3.669251787781145
41,1684254401.5102034,41,0.03682795698924731,108.57665348052979,4.545529965111005,0.06849562350201092,3.647775092925322
42,1684254403.9492066,42,0.04099462365591398,111.01565670967102,4.522182295078872,0.06504200591126116,3.64571307990352
43,1684254406.3957908,43,0.02950268817204301,113.46224093437195,4.517958912798154,0.07169383458429494,3.5819732390905665
44,1684254408.8528204,44,0.016129032258064516,115.9192705154419,4.509767302582341,0.06489110764215784,3.628431862075081
45,1684254411.131538,45,0.02271505376344086,118.19798803329468,4.64279790142531,0.07452848749253264,3.59648061219668
46,1684254413.5286016,46,0.016196236559139786,120.5950517654419,4.734792681791449,0.06507810126191003,3.4851828661081448
47,1684254416.0562599,47,0.016801075268817203,123.12270998954773,4.590676656333349,0.07730674323765367,3.574270557264113
48,1684254418.7319264,48,0.021774193548387097,125.79837656021118,4.480856653182737,0.06771031037536582,3.670318829056683
49,1684254421.1750178,49,0.016129032258064516,128.24146795272827,4.54421515041782,0.06815474098928573,3.6614825914029425
50,1684254423.5322416,50,0.02997311827956989,130.59869170188904,4.588269319585574,0.07767460723456222,3.5609089875868163
51,1684254425.964621,51,0.018615591397849462,133.03107118606567,4.5671042389767145,0.07579009663139899,3.5314996473605524
52,1684254428.4129214,52,0.01754032258064516,135.47937154769897,4.5592559941353334,0.06751314056514675,3.5409604794519582
53,1684254431.0327294,53,0.01747311827956989,138.09917950630188,4.4533928065530715,0.06360927957454615,3.636518921551633
54,1684254433.442161,54,0.034274193548387094,140.50861120224,4.539647623736371,0.07118554428192078,3.5987500074489938
55,1684254435.975595,55,0.03380376344086022,143.04204511642456,4.539514973599424,0.06982621700059291,3.594814525673024
56,1684254438.4257338,56,0.030913978494623656,145.4921839237213,4.570529760852937,0.05691839286914992,3.6465756619973284
